,,,,,,,,,
"CC56G - Laboratório De Sistemas Operacionais   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC6,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,4M4(L13) - 4M5(L13) - 5M4(L13) - 5M5(L13),Juliano Rodrigo Lamb,Não
,,,,,,,,,
"COM1026 - Laboratório De Sistemas Operacionais   (3 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC5,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,5T3(L13) - 5T4(L13) - 5T5(L13),Juliano Rodrigo Lamb,Não
,,,,,,,,,
"HLA1001 - Leitura E Escrita Acadêmica   (2 Aulas semanais presenciais, 1 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
AGR1,Indisponível,Presencial,40,30,Aberta,1 - Gestão Do Agronegócio,4N4(I15) - 4N5(I15),Silvana Mendonca Lopes Valentin,Não
ALI1,Indisponível,Presencial,48,44,Aberta,1 - Engenharia Alimentos,3M4(I11) - 3M5(I11),Dayse Grassi Bernardon,Não
CC5,Indisponível,Presencial,44,0,Aberta,1 - Ciência Computação,2T4(I42) - 2T5(I42),Dayse Grassi Bernardon,Não
ELE1,Indisponível,Presencial,48,44,Aberta,1 - Engenharia Elétrica,3M2(L22) - 3M3(L22),Dayse Grassi Bernardon,Não
EP1,Indisponível,Presencial,48,44,Aberta,1 - Eng.Produção,5M2(L21) - 5M3(L21),Dayse Grassi Bernardon,Não
TMI1,Indisponível,Presencial,40,30,Aberta,1 - Tecnol.Manut.Indl.,4N1(I16) - 4N2(I16),Silvana Mendonca Lopes Valentin,Não
,,,,,,,,,
"HLA1004 - Libras 1   (1 Aulas semanais presenciais, 2 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
OPHUMAN,Indisponível,Presencial,44,0,Sem Reserva,,5M1(L22),Dayse Grassi Bernardon,Matriz:665
,,,,,,,,,Matriz:655
,,,,,,,,,Matriz:653
,,,,,,,,,Matriz:656
,,,,,,,,,Matriz:660
,,,,,,,,,Matriz:654
,,,,,,,,,Matriz:659
,,,,,,,,,Matriz:658
,,,,,,,,,
"OP63A - Linguagem Procedural Para Banco De Dados   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC7,Indisponível,Presencial,30,0,Fechada,1 - Ciência Computação,4T4(L16) - 4T5(L16) - 6T4(L16) - 6T5(L16),Cesar Angonese,Matriz:545
,,,,,,,,,Matriz:571
,,,,,,,,,
"COM1008 - Lógica Matemática   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC1,Indisponível,Presencial,48,40,Fechada,1 - Ciência Computação,2T1(L41) - 2T2(L41) - 2T3(L41) - 4T1(L41),Nelson Miguel Betzek,Não
,,,,,,,,,
"MAT1005 - Matemática Multivariável   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
ALI3,Indisponível,Presencial,30,0,Aberta,1 - Engenharia Alimentos,3M2(H36) - 3M3(H36) - 4M1(H36) - 4M2(H36),Pedro Elton Weber,Não
AMB3,Indisponível,Presencial,44,0,Aberta,1 - Eng Amb/Sanitária,2T4(L42) - 2T5(L42) - 3T1(L42) - 3T2(L42),Cleverson Goncalves Dos Santos,Não
ELE3,Indisponível,Presencial,44,0,Aberta,1 - Engenharia Elétrica,5M2(L27) - 5M3(L27) - 6M2(L27) - 6M3(L27),Lucas Da Silva Ribeiro,Não
EP3,Indisponível,Presencial,44,0,Aberta,1 - Eng.Produção,2M4(L23) - 2M5(L23) - 4M4(L23) - 4M5(L23),Pedro Elton Weber,Não
,,,,,,,,,
"MAT1003 - Matemática Univariável   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
ALI2,Indisponível,Presencial,44,0,Aberta,1 - Engenharia Alimentos,4M1(I16) - 4M2(I16) - 6M2(I16) - 6M3(I16),Priscila Pigatto Gasparin,Não
AMB2,Indisponível,Presencial,44,0,Aberta,1 - Eng Amb/Sanitária,3N4(L22) - 3N5(L22) - 4N4(L22) - 4N5(L22),Joao Augusto Navarro Cossich,Não
CC2,Indisponível,Presencial,44,0,Aberta,1 - Ciência Computação,4M2(L43) - 4M3(L43) - 6M1(L43) - 6M2(L43),Tatiane Tambarussi Thomaz,Não
ELE2,Indisponível,Presencial,44,0,Aberta,1 - Engenharia Elétrica,5T4(I16) - 5T5(I16) - 6T1(I16) - 6T2(I16),Eliane Pereira,Não
EP2,Indisponível,Presencial,44,0,Aberta,1 - Eng.Produção,5M2(L42) - 5M3(L42) - 6M2(L42) - 6M3(L42),Eliane Pereira,Não
,,,,,,,,,
"MAT1006 - Métodos Aproximados Em Soluções Matemáticas   (3 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
ALI4,Indisponível,Presencial,30,0,Aberta,1 - Engenharia Alimentos,5M1(I21) - 5M2(I21) - 5M3(I21),Samuel Bellido Rodrigues,Não
AMB5,Indisponível,Presencial,30,0,Aberta,1 - Eng Amb/Sanitária,4T1(I26) - 4T2(I26) - 4T3(I26),Tasia Hickmann,Não
CC5,Indisponível,Presencial,30,0,Aberta,1 - Ciência Computação,4T1(J22) - 4T2(J22) - 4T3(J22),Lucas Da Silva Ribeiro,Não
ELE5,Indisponível,Presencial,25,0,Aberta,1 - Engenharia Elétrica,5M1(I44) - 5M2(I44) - 5M3(I44),Jairo Marlon Correa,Não
EP5,Indisponível,Presencial,36,0,Aberta,1 - Eng.Produção,4M1(I26) - 4M2(I26) - 4M3(I26),Lucas Da Silva Ribeiro,Não
,,,,,,,,,
"COM1017 - Modelagem De Software   (3 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC3,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,4T3(L18) - 4T4(L18) - 4T5(L18),Alan Gavioli,Não
,,,,,,,,,
"COM1013 - Oficina De Computação Para A Comunidade   (1 Aulas semanais presenciais, 1 Aulas semanais assíncronas, 30 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC2,Indisponível,Presencial,30,0,Fechada,1 - Ciência Computação,4M1(L41),Nelson Miguel Betzek,Não
,,,,,,,,,
"COM1029 - Oficina De Desenvolvimento De Software   (2 Aulas semanais presenciais, 2 Aulas semanais assíncronas, 60 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC5,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,3T4(L15) - 3T5(L15),Ricardo Sobjak,Não
,,,,,,,,,
"COM1015 - Orientação A Objetos   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC3,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2T3(L18) - 2T4(L18) - 2T5(L18) - 5T5(L18),Everton Coimbra De Araujo,Não
,,,,,,,,,
"FIS1005 - Oscilações E Ondas   (2 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
ELE3,Indisponível,Presencial,40,0,Aberta,1 - Engenharia Elétrica,3M4(L27) - 3M5(L27),Elizandra Sehn,Não
EP4,Indisponível,Presencial,40,0,Aberta,1 - Eng.Produção,5M4(H35) - 5M5(H35),Ricardo Augusto Mascarello Gotardo,Não
,,,,,,,,,
"COM1019 - Paradigmas De Linguagens De Programação   (3 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC4,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2M1(L18) - 2M2(L18) - 2M3(L18),Alessandra Bortoletto Garbelotti Hoffmann,Não
,,,,,,,,,
"PRO1003 - Projetos Inovadores Aplicados   (2 Aulas semanais presenciais, 6 Aulas semanais assíncronas, 120 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
MEIU1,Indisponível,Presencial,8,0,Sem Reserva,1 - Eng.Produção,3T4(I45) - 3T5(I45),Reginaldo Borges,Matriz:659
,,,,,,,,Elias Lira Dos Santos Junior,Matriz:665
,,,,,,,,,Matriz:655
,,,,,,,,,Matriz:653
,,,,,,,,,Matriz:656
,,,,,,,,,Matriz:660
,,,,,,,,,Matriz:654
,,,,,,,,,Matriz:658
,,,,,,,,,Matriz:662
,,,,,,,,,
"HLA1007 - Psicologia E Desenvolvimento Humano   (2 Aulas semanais presenciais, 1 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
OPCH,Indisponível,Presencial,44,0,Sem Reserva,,5T4(I11) - 5T5(I11),Shiderlene Vieira De Almeida Araujo,Matriz:665
,,,,,,,,,Matriz:655
,,,,,,,,,Matriz:653
,,,,,,,,,Matriz:656
,,,,,,,,,Matriz:660
,,,,,,,,,Matriz:657
,,,,,,,,,Matriz:654
,,,,,,,,,Matriz:659
,,,,,,,,,Matriz:658
,,,,,,,,,Matriz:662
,,,,,,,,,
"OP63F - Realidade Virtual   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC8,Indisponível,Presencial,30,0,Fechada,1 - Ciência Computação,2M4(L16) - 2M5(L16) - 3M2(L16) - 3M3(L16),Jorge Aikes Junior,Matriz:571
,,,,,,,,,Matriz:545
,,,,,,,,,
"COM1011 - Redes De Computadores   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC2,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2M4(I25) - 2M5(I25) - 5M2(I25) - 5M3(I25),Neylor Michel,Não
,,,,,,,,,
"CC56F - Redes De Computadores 2   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC6,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,6M2(L13) - 6M3(L13) - 6M4(L13) - 6M5(L13),Neylor Michel,Não
,,,,,,,,,
"OP63P - Redes Neurais Artificiais   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC8,Indisponível,Presencial,30,0,Fechada,1 - Ciência Computação,3M4(L16) - 3M5(L16) - 6M1(L16) - 6M2(L16),Davi Pereira Dos Santos,Matriz:571
,,,,,,,,,
"CC57D - Segurança Em Redes De Computadores   (3 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC7,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,6T1(L13) - 6T2(L13) - 6T3(L13),Neylor Michel,Não
,,,,,,,,,
"CC57E - Sistemas Distribuidos   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC7,Indisponível,Presencial,22,0,Fechada,1 - Ciência Computação,3T1(L16) - 4T1(L16) - 4T2(L16) - 4T3(L16),Fernando Schutz,Não
,,,,,,,,,
"COM1018 - Sistemas Gerenciadores De Banco De Dados   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC3,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2T1(I25) - 2T2(I25) - 4T1(I25) - 4T2(I25),Cesar Angonese,Não
,,,,,,,,,
"CC57A - Sistemas Inteligentes Aplicados   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC7,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,3T4(L16) - 3T5(L16) - 5T4(L16) - 5T5(L16),Jorge Aikes Junior,Não
,,,,,,,,,
"COM1022 - Sistemas Operacionais   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC4,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2M4(L18) - 2M5(L18) - 5M1(L18) - 5M2(L18),Hamilton Pereira Da Silva,Não
,,,,,,,,,
"HLA1005 - Sociologia   (2 Aulas semanais presenciais, 1 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
EP3,Indisponível,Presencial,44,0,Aberta,1 - Eng.Produção,3M1(L23) - 3M2(L23),Rudy Nick Vencatto,Matriz:665
,,,,,,,,,Matriz:655
,,,,,,,,,Matriz:656
,,,,,,,,,Matriz:660
,,,,,,,,,Matriz:657
,,,,,,,,,Matriz:654
,,,,,,,,,Matriz:659
,,,,,,,,,Matriz:658
,,,,,,,,,Matriz:662
,,,,,,,,,
"AMB1001 - Sustentabilidade E Gestão   (3 Aulas semanais presenciais, 1 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
EP7,Indisponível,Presencial,22,0,Aberta,1 - Eng.Produção,6M1(H610) - 6M2(H610) - 6M3(H610),Renato Santos Flauzino,Matriz:654
,,,,,,,,,
"CC56C - Tecnologia Em Desenvolvimento De Sistemas   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC6,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,3M2(L15) - 3M3(L15) - 3M4(L15) - 3M5(L15),Everton Coimbra De Araujo,Não
,,,,,,,,,
"COM1025 - Teoria Da Computação   (5 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC5,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2T1(L15) - 2T2(L15) - 2T3(L15) - 5T1(L15) - 5T2(L15),Evando Carlos Pessini,Não
,,,,,,,,,
"CC58D - Tópicos Avançados Em Computação   (5 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC8,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,4M1(L16) - 4M2(L16) - 4M3(L16) - 5M2(L16) - 5M3(L16),Ricardo Sobjak,Não
,,,,,,,,,
"COM1020 - Tópicos Em Algoritmos   (3 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC4,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,3M1(L18) - 3M2(L18) - 3M3(L18),Pedro Luiz De Paula Filho,Não
,,,,,,,,,
"CC57C - Trabalho De Conclusão Curso 1   (4 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC7,Indisponível,Presencial,40,0,Fechada,1 - Ciência Computação,2T1(L16) - 2T2(L16) - 2T3(L16) - 5T1(L16),Alessandra Bortoletto Garbelotti Hoffmann,Não
,,,,,,,,,
"CC58C - Trabalho De Conclusão De Curso 2   (0 Aulas semanais presenciais, 0 Aulas semanais assíncronas, 0 horas semestrais extensionistas)",,,,,,,,,
,,,,,,,,,
Turma,Matricula Intercampus,Enquadramento,Vagas,Vagas,Reserva,Prioridade - Curso,Horário (dia/turno/aula),Professor (Sujeito à alteração),Optativa (Observar Equivalências)
,,,Total,Calouros,,,,,
CC8,Indisponível,Presencial,81,0,Sem Reserva,,,Jorge Aikes Junior,Não
